smiles,CHEMBL235_EC50,group
COC1Oc2cc(O)c3c(c2C(=O)N1C(=O)NCc1ccoc1)OC1=CC(O)=C(C(C)=O)C(=O)[C@]13C,-3.50514997831991,training
Cc1oc(-c2ccccc2)nc1CCNc1ccc(OC(C)(C)C(=O)O)cc1,-4.20411998265593,training
CC(C)Cc1ccc(C(C)C(=O)OCc2ccc(CC(SCCc3ccc(F)cc3)C(=O)O)cc2)cc1,-2.96848294855394,training
Cn1c(COc2cccc(C(=O)O)c2)nc2ccc(Oc3cc(F)cc(F)c3)cc21,-1.97772360528885,training
CCCc1nc2cc(-c3ccc(O)cc3)ccc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,-3.00432137378264,training
CCCc1c(OCCCCOc2cccc3c2ccn3CC(=O)O)ccc2c(C(F)(F)F)noc12,-3.29688447553855,training
CCC(Cc1ccc(C(=O)NCc2ccc(F)cc2C(F)(F)F)cc1)C(=O)O,-2.77815125038364,training
Cc1oc(-c2ccc(C#N)cc2)nc1CCOc1ccc2c(c1)CC[C@H]2CC(=O)O,-1.54406804435028,training
CCCCCCCCSc1nc(NCc2ccccc2)c(C(=O)O)c(SCc2ccccc2)n1,-2.97772360528885,training
O=S(=O)(c1ccc(Cl)cc1)c1cnn(S(=O)(=O)c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,-3.32221929473392,training
O=C(O)CC1COc2cc(OCCCOc3cccc(Br)c3)ccc21,-3.22271647114758,training
CCCC/C(=C\c1cc(OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)ccc1OCc1ccc(C(F)(F)F)cc1)C(=O)O,-3.66651798055488,training
Cc1cc(OCc2nc(-c3cnc(N4CCOCC4)nc3)c(-c3ccc(OC(F)(F)F)cc3)o2)ccc1OCC(=O)O,-3.01283722470517,training
CCCc1c(OCCCn2ccc3c(OCC(=O)O)cccc32)ccc2cc(C(=O)c3ccccc3)ccc12,-3.62531245096167,training
CCCCCS(=O)(=O)NC(=O)CCc1ccc(OCCN2CCCC2=O)cc1Oc1ncc(C(F)(F)F)cc1Cl,-0.531478917042255,training
Cc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCc3nc(-c4ccc(Cl)cc4)oc3C)cc2)cc1,-1.61804809671209,training
CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3cccc(C(F)(F)F)c3)c3cc(Oc4cc(C(F)(F)F)c[nH]4)ccc32)cc1,-0.778151250383644,training
Cc1c(NC(=O)c2ccccc2NC(=O)c2ccc(C(C)(C)C)cc2)cccc1C(=O)O,-4.13033376849501,training
COc1ccc2c(c1)c(Cc1cccc(C(=O)O)c1)c(C)n2C(=O)c1ccc(Cl)cc1,-2.44715803134222,training
CCCCCS(=O)(=O)NC(=O)CCCc1cc(OCCCC)nn1Cc1ccc(Cl)cc1Cl,-1.82607480270083,training
CCc1cc(Oc2cc(F)cc([C@@H](C)NC(=O)c3c(C)c4cc(Cl)ccc4n3C)c2)ccc1CCC(=O)O,-2.06445798922692,training
Cc1cccc(CN2CCN(c3cc(Oc4ccc(CC(C)(Oc5ccccc5)C(=O)O)cc4)nc(N)n3)CC2)c1,-3.64933485871214,training
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c(CNC(=O)CCc2ccccc2)c1,-3.00817418400643,training
COc1ccc(-c2cn3cccc(OCc4ccc(Cl)c(Cl)c4)c3n2)cc1,-3.49136169383427,training
Cc1ccc(Cn2nc(CCCc3ccc(OC(C)(C)C(=O)O)cc3)n(C)c2=O)cc1C,-3.36172783601759,training
Cc1ccccc1Oc1ccc2nc(COc3cccc(C(=O)O)c3)n(C)c2c1,-1.7481880270062,training
CCOC(Cc1ccc(OCCN2CC=C(c3ccccc3OC)CC2)cc1)C(=O)O,-3.59439255037543,training
CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc2c(c1)OC(CCC)(C(=O)O)CC2,-2.91907809237607,training
Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(=O)NCc1ccc(OC(C)(C)C(=O)O)cc1,-3.98699553972438,training
CC[C@@H](NC(=O)c1ccc2c(c1)ncn2Cc1ccccc1OC)c1ccccc1,-0.700011062322112,training
CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Cl)c(C(=O)O)c2)cc1,-3.73239375982297,training
O=C(OCc1nc(-c2ccccc2)oc1C(F)(F)F)c1ccc(CC(SCCc2ccc(F)cc2)C(=O)O)cc1,-1.76342799356294,training
O=C(O)Cc1ccccc1OCCC1Oc2ccccc2N(CCCC2CCCC2)C1=O,-3.43136376415899,training
Cc1cccc(-c2nc(CCOc3ccc4c(c3)CC[C@H]4CC(=O)O)c(C)s2)c1,-2.4345689040342,training
O=S(=O)(Nc1cc(Cl)c(Oc2cnc3ccccc3c2)c(Cl)c1)c1ccc(Br)cc1,-2.17897694729317,training
Cc1oc(-c2ccccc2)nc1CCCCC[C@H]1CO[C@@](C)(C(=O)O)OC1,-2.47712125471966,training
CCOC(=O)N1C[C@@H](CCc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)[C@@H](C(=O)O)C1,-2.73239375982297,training
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC(=O)O)c2c1CCN(C(=O)OCC(C)C)C2,-0.903089986991943,training
O=S(=O)(Nc1cc(Cl)c(Oc2ccc3ncccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl,-1.84509804001426,training
CCCCCS(=O)(=O)NC(=O)CCc1ccc(OCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl,-0.176091259055681,training
CCOC(Cc1ccc(OCCCN2c3ccccc3CCc3ccccc32)cc1)C(=O)O,-2.88081359228079,training
COc1ccc(-c2nc(SCCOc3ccc(OCC(=O)O)cc3Cl)sc2-c2ccc(OC)cc2)cc1,-3.76863810124761,training
CCOc1cc(CNC(=O)c2c(OC)cc(O)c3c2OC2=CC(O)=C(C(C)=O)C(=O)[C@]23C)c2ccccc2c1,-2.38021124171161,training
O=C(O)[C@H](Cc1ccccc1)Oc1ccc(F)cc1,-4.54654266347813,training
Cc1cc(OCC[C@@H](C)Oc2ccc(OC(F)(F)F)cc2Oc2ccccc2)ccc1CCC(=O)O,-0.698970004336019,training
CCOC(Cc1ccc2c(ccn2Cc2nc(-c3ccc(F)c(C)c3)oc2C)c1)C(=O)O,-2.14612803567824,training
CCCCCCC(Sc1nc(Cl)cc(Nc2ccc(Nc3ccccc3)cc2)n1)C(=O)O,-2.83884909073726,training
O=C(Cc1cccc(SCc2ccccc2C(=O)O)c1)OCCc1ccc(C(F)(F)F)cc1,-3.47712125471966,training
CCCC/C(=C\c1cc(OCC2CCC(C(F)(F)F)CC2)ccc1OCc1ccc(C(F)(F)F)cc1)C(=O)O,-3.33445375115093,training
CS(=O)(=O)Oc1ccc(CCCCCC[C@H]2CO[C@@](C)(C(=O)O)OC2)cc1,-4.17609125905568,training
CCOC(Cc1ccc(OC(=O)Cc2ccc(NC(=O)OC(C)(C)C)cc2)c(C)c1)C(=O)O,-1.86332286012046,training
CCc1ccccc1-c1ccc(O[C@@H](Cc2ccccc2)C(=O)O)cc1,-3.07918124604762,training
C[C@]1(c2cccc(Cn3c(=O)n(-c4noc5cc(Cl)ccc45)c4ccccc43)c2)OC(=O)NC1=O,-2.00860017176192,training
CCc1cc(F)c2ccccc2c1CNC(=O)c1c(OC)cc(O)c2c1OC1=CC(O)=C(C(C)=O)C(=O)[C@]12C,-0.8109042806687,training
CCCCCCC(Sc1nc(Cl)cc(Nc2nc(-c3ccccc3)cs2)n1)C(=O)O,-3.75587485567249,training
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CN(CC(=O)O)Cc2ccc(Oc3ccccc3)cc2)cc1,-1.7160033436348,training
COC1Oc2cc(O)c3c(c2C(=O)N1C(=O)NCc1ccccc1[N+](=O)[O-])OC1=CC(O)=C(C(C)=O)C(=O)[C@]13C,-3.20411998265592,training
CN(CCOc1ccc(CC(Nc2cscc2C(=O)c2ccccc2)C(=O)O)cc1)c1nc2ccccc2o1,-0.688553293647024,training
CCCc1c(OCCCOc2ccc3ccn(CC(=O)O)c3c2)ccc2c(C(F)(F)F)noc12,-3.13033376849501,training
CCC(C(=O)O)C1CCc2cc(OCCc3nc(-c4cccc(C)c4)oc3C)ccc21,-1.53147891704226,training
CCc1cc(OCCc2nc(-c3ccc(C#N)cc3)oc2C)ncc1CCC(=O)O,-1.34242268082221,training
CSc1nc(NCc2ccccc2)c(C(=O)O)c(OCc2ccccc2)n1,-3.36172783601759,training
COc1ccc(COc2cccc(OCCOc3ccc4c(c3)c(CC(=O)O)cn4Cc3ccccc3)c2)cc1,-3.27875360095283,training
Cc1oc(-c2ccc(Cl)cc2)nc1COc1cccc(CN(CC(=O)O)C(=O)OCC2CC2)c1,-2.91698004732038,training
CCCOc1cc(F)c(CC(CC)C(=O)O)cc1CNC(=O)c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,-1.17609125905568,training
COC(=O)N(CC(=O)O)Cc1cccc(OCc2csc(-c3ccc(Cl)cc3)n2)c1,-3.67135800344349,training
CCC(Cc1ccc(OC)c(CNC(=O)c2cccc(Oc3ccccc3)c2)c1)C(=O)O,-3.66275783168157,training
COc1ccc2c(c1)c(Cc1ccccc1OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,-2.28103336724773,training
CC[C@@H](NC(=O)c1ccc2c(c1)nc(C)n2Cc1ccccc1Cl)c1ccccc1,-1.70001106232211,training
CCc1ccccc1[C@H](C)NC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1,-2.52374646681156,training
CCC(Cc1ccc(OC)c(C(=O)NCc2ccccc2)c1)C(=O)O,-4.0,training
Cc1c(Oc2ccc(Cl)cc2)c2ccc(OC(F)(F)F)cc2n1Cc1ccc(Cl)c(O[C@@H](C)C(=O)O)c1,-0.477121254719662,training
COC(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)nc1)C(=O)O,-1.11394335230684,training
CCCCO/N=C/c1ccc(OC(Cc2ccccc2)C(=O)O)cc1,-3.56229286445647,training
CCCc1cc2c(=O)n(C)oc2c(CCC)c1O[C@H](C(=O)O)c1ccccc1,-2.5910646070265,training
Cn1c(COc2cccc(C(=O)O)c2)nc2ccc(Oc3ncccc3F)cc21,-2.44715803134222,training
Cc1oc(-c2ccccc2)nc1CCOc1ccc(CCC2=C(C(=O)O)CCN(C(=O)OCC(C)C)C2)cc1,-1.7481880270062,training
CCOC(Cc1ccc(OCCN2CC=C(c3ccccn3)CC2)cc1)C(=O)O,-3.36172783601759,training
CCCOc1ccc(C[C@@H](Cc2ccccc2)C(=O)O)cc1CNC(=O)c1ccc(N2CCCCCCCC2)cc1,-1.58994960132571,training
CC(C)(Oc1cccc(CCCN(C(=O)COc2ccc(Cl)c(Cl)c2)c2cccc(-c3ncon3)c2C2CC2)c1)C(=O)O,-2.23044892137827,training
CCO[C@@H](Cc1ccc(OCCc2nc(-c3ccc(-c4ccccc4)s3)oc2C)cc1)C(=O)O,-0.653212513775344,training
COC(=O)N(CC(=O)O)Cc1cccc(OCc2coc(-c3ccc(C)cc3)n2)c1,-4.19256745333655,training
CCCc1nc2ccc(-c3cccc(O)c3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,-3.61172330800734,training
Cc1oc(-c2ccccc2)nc1CCOc1ccc(Cc2nn(-c3ccccc3)nc2C(=O)O)cc1,-3.9670797341445,training
CCCc1cc(Oc2ccc(C3CCCC3)cc2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,-2.0899051114394,training
CCn1nc(C(=O)NCc2ccc(OC(C)(C)C(=O)O)c(C)c2)cc1-c1ccc(C(C)(C)C)cc1,-1.17609125905568,training
O=C(O)CCCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1ccc2ccccc2c1,-1.54406804435028,training
CCCc1cc(Oc2ccc(Cl)c(Cl)c2)ccc1OCCCOc1cccc(C2SC(=O)NC2=O)c1,-1.67209785793572,training
Cc1cc(F)cnc1Oc1ccc2nc(COc3cccc(C(=O)O)c3)n(C)c2c1,-2.0,training
Cc1oc(-c2ccccc2)nc1COc1ccc(Cc2ccc(OC(C)C(=O)O)cc2)cc1,-2.46239799789896,training
COC(=O)N(CC(=O)O)Cc1cc(OCc2nc(-c3ccccc3)oc2C)ccc1F,-3.93485180296566,training
COc1ccc(C(=O)c2cc(C)cn2C/C=C/c2ccc(Cl)cc2C(=O)NS(C)(=O)=O)cc1,-4.07918124604763,training
C[C@]1(C(=O)O)CCc2ccc(OCCCOc3ccc(OCC4CCC4)cc3Cl)cc2O1,-2.84509804001426,training
Cc1oc(-c2cccc(Br)c2)nc1CN(Cc1ccccc1)Cc1ccc(OC(C)(C)C(=O)O)cc1,-3.34242268082221,training
COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,-2.36172783601759,training
CCCCS(=O)(=O)NC(=O)CCc1cc(OC(C)C)nn1Cc1ccc(Cl)cc1Cl,-1.60205999132796,training
CCCc1cc(Oc2ccccc2)ccc1OCCCOc1ccc2c(c1)CCC(C(=O)O)O2,-3.44715803134222,training
CCC(Cc1ccc(OC)c(CNC(=O)c2ccc(C3CCCCC3)cc2)c1)C(=O)O,-2.34242268082221,training
Cc1oc(-c2ccc(Cl)cc2)nc1CCOc1cccc(C[C@@H]2C(=O)N(c3ccc(C(C)(C)C)cc3)[C@@H]2C(=O)O)c1,-1.77815125038364,training
CCCCCS(=O)(=O)NC(=O)CCc1ccccc1Oc1ncc(C(F)(F)F)cc1Cl,-1.78532983501077,training
Cn1c(COc2cccc(C(=O)O)c2)nc2cnc(Oc3ccc4c(c3)OCC4)cc21,-2.52504480703685,training
CC(C)(O)CCCCN1C(=O)C(CCOc2ccccc2CC(=O)O)Oc2ccccc21,-2.80888586735981,training
Cc1ccc(S(=O)(=O)Oc2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(C)cc3)cc2)cc1,-1.1846914308176,training
CCC(Cc1ccc(OC)c(CNC(=O)c2ccc(C34CC5CC(CC(C5)C3)C4)cc2)c1)C(=O)O,-2.06069784035361,training
CCCc1nn2ccc(C(=O)NC(CC)c3ccccc3)cc2c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,-2.25527250510331,training
COc1ccc2c(c1)c(Cc1cccc(OCC(=O)O)c1)c(C)n2C(=O)c1ccc(Cl)cc1,-1.88649072517248,training
CCOC(Cc1ccc(OCCN2CC=C(c3cccc(OC)c3)CC2)cc1)C(=O)O,-3.37657695705651,training
CO[C@@H](Cc1ccc(OCCc2nc(-c3ccc(C(C)C)cc3)oc2C)c2ccsc12)C(=O)O,-1.0,training
Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@@H]2CN(c3ncccn3)C[C@@H]2C(=O)O)cc1,-3.02530586526477,training
C/C(=C\C(=O)c1ccccc1)NC(Cc1ccc(OCCCOc2ccc(/C=C/c3ccc(C(F)(F)F)cc3)cc2)cc1)C(=O)O,-1.50514997831991,training
C/C(=N\OCCCCO/N=C(/CCC(=O)O)c1ccccc1)c1ccc2ccccc2c1,-2.30102999566398,training
Cc1cccc(C)c1-c1ccc(O[C@@H](Cc2ccccc2)C(=O)O)cc1,-3.40483371661994,training
CCCCCS(=O)(=O)NC(=O)C(C)Cc1ccc(OCCOC)cc1Oc1ncc(C(F)(F)F)cc1Cl,-0.361727836017593,training
Cc1ccccc1CNC(=O)c1ccc2c(c1)c(C)c(C)n2Cc1ccc(-c2ccccc2C(=O)O)cc1,-2.80071707828239,training
CCCCCS(=O)(=O)NC(=O)CCc1ccc(OCC(=O)N(CC)CC)cc1Oc1ncc(C(F)(F)F)cc1Cl,-0.838849090737255,training
CCCCc1nc(C)c(Cc2nc(C(C)C)no2)c(=O)n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,-3.12057393120585,training
CCO[C@@H](Cc1ccc(OC/C=C/c2cc(-c3ccccc3)cc(-c3ccccc3)c2)cc1)C(=O)O,-2.30102999566398,training
CCOC(=O)C(C(=O)O)C1CCc2cc(OCCc3nc(-c4ccccc4)oc3C)ccc21,-1.83250891270624,training
CCCc1cc(Oc2ccc(C3CCCC3)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,-2.0899051114394,training
CCCCCCC(Sc1nc2ccc(NS(=O)(=O)c3ccc(Cl)cc3)cc2s1)C(=O)O,-1.69897000433602,training
CCCc1cc(Oc2ccc(O)cc2)ccc1OCCCOc1ccc(C2SC(=O)NC2=O)cc1,-1.36172783601759,training
CCOC(Cc1ccc(OCCN2CC=C(c3ncccn3)CC2)cc1)C(=O)O,-3.66275783168157,training
O=C(O)COc1ccc(OCc2cc(-c3ccccc3)cc(-c3ccccc3)c2)cc1,-3.07918124604762,training
CCOC(Cc1ccc2c(ccn2Cc2nc(-c3ccccc3Cl)oc2C)c1)C(=O)O,-2.88081359228079,training
CCCCCCCc1nc2ccccc2n1Cc1ccc(-c2ccccc2C(N)=O)cc1,-2.92427928606188,training
CCCc1c(OCCCCOc2ccc(/C=C/C(=O)O)cc2)ccc2c(-c3ccccc3)noc12,-1.46239799789896,training
CN(CCOc1ccc(/C=C2\SC(=O)NC2=O)cc1)c1nccs1,-2.84509804001426,training
C=CCCCCN1C(=O)C(CCOc2ccccc2CC(=O)O)Oc2ccccc21,-2.31806333496276,training
CCCc1c(OCCCCOc2ccc(CC(C)(C)C(=O)O)cc2)ccc2c(-c3ccccc3)noc12,-1.30102999566398,training
CC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)cc(Cl)c1Oc1cncc(Cl)c1,-1.47712125471966,training
COc1ccc(/C=C/c2cc(O)c(C/C=C(\C)CCC=C(C)C)c(O)c2)cc1,-4.14612803567824,training
CCC(C(=O)O)C1CCc2cc(OCCc3nc(-c4ccc(C)c(F)c4)oc3C)ccc21,-1.63346845557959,training
CC(C)(Oc1ccc(OCCc2ccc(/N=N/c3ccccc3)cc2)cc1)C(=O)O,-3.77815125038364,training
Cc1cc(-c2nc(CCOc3ccc(C[C@H](Nc4ccccc4C(=O)c4ccccc4)C(=O)O)cc3)c(C)s2)no1,-0.91126417099837,training
CCC(C(=O)O)C1CCc2cc(OCCc3nc(-c4ccccc4)oc3C)c(-c3ccccc3)cc21,-2.46239799789896,training
CCCCCOc1ccccc1C(O)CC#CCCCC(=O)OC,-2.80753502806885,training
Cc1oc(-c2ccccc2)nc1CCOc1cccc(CN(CC(=O)O)Cc2ccc(OCc3ccccc3)cc2)c1,-2.61489721603313,training
CC(C)(Oc1ccc(CCOc2ccc(/C=C/c3ccccc3)cc2)cc1)C(=O)O,-4.10037054511756,training
O=S(=O)(Nc1ccc(Oc2cncc(Cl)c2)c(F)c1)c1ccc(Cl)cc1Cl,-3.0,training
CCCc1oc(-c2ccccc2Cl)nc1CCc1noc2cc(OC(C)(C)C(=O)O)ccc12,-4.42160392686983,training
C=CCn1nc(-c2ccc(C(C)(C)C)cc2)cc1C(=O)NCc1ccc(OC(C)(C)C(=O)O)c(C)c1,-1.77815125038364,training
CC(C)(Oc1ccc(CCCOc2ccc(Oc3ccccc3)cc2)cc1)C(=O)O,-4.87621784059164,training
CCOC(=O)C(Cc1ccc(OCCn2c(=O)sc3cc(C(=O)/C=C/c4cc(OC)cc(OC)c4)ccc32)cc1)OCC,-1.47712125471966,training
CCO[C@@H](Cc1cccc(C2=NOC(c3ccc(Cl)cc3)C2)c1)C(=O)O,-2.91169015875386,training
Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(C(C)(C)C)cc4)oc3C)c2)cc1,-1.30319605742049,training
O=C(O)CC1COc2cc(OCCCOc3ccccc3F)ccc21,-3.42651126136458,training
C/C(=C1/c2ccc(Cn3c(C4CC4)nc4c(Cl)ccnc43)cc2COc2cc(F)ccc21)c1noc(=O)[nH]1,-1.50514997831991,training
COC(=O)N(CC(=O)O)Cc1cccc(OCc2coc(-c3ccc(Cl)cc3)n2)c1,-3.96345726011671,training
COc1ccc(-c2nc(CCOc3ccc4c(c3)CC[C@H]4CC(=O)O)c(C)n2C)cc1,-4.0,training
CC(C)(CCCCN1C(=O)C(CCOc2ccccc2CC(=O)O)Oc2ccccc21)C(=O)O,-3.0,training
CC(C)(Oc1ccc(CCN(CCCCCC2CCCCC2)C(=O)Nc2ccc(F)cc2)cc1)C(=O)O,-3.20411998265592,training
Cc1cc(CCOc2ccc(C[C@H](Nc3ccccc3C(=O)c3ccccc3)C(=O)O)cc2)nn1-c1ccccc1,-1.039711479326,training
Cn1c(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nn(Cc2ccc(C(C)(C)C)cc2)c1=O,-3.17609125905568,training
CCC(Oc1cccc(CN(CCCOc2ccc3c(c2)OCO3)c2nc3ccccc3o2)c1)C(=O)O,-3.25527250510331,training
COc1cc(OC(C)(C)C(=O)O)ccc1CN(Cc1ccco1)Cc1nc(-c2ccccc2)oc1C,-2.51851393987789,training
O=C(Cc1ccc(SCc2ccccc2C(=O)O)cc1)OCCc1ccccc1C(F)(F)F,-3.91381385238372,training
CCCc1cc(Oc2ccc(S(C)(=O)=O)cc2)ccc1OCCCOc1ccc2c(c1)OC(CC)(C(=O)O)CC2,-3.44715803134222,training
CC(C)(Oc1ccc(CO)cc1)C(=O)O,-4.47712125471966,training
CCO[C@@H](Cc1ccc(OC/C=C/c2cc(CCc3ccccc3)cc(CCc3ccccc3)c2)cc1)C(=O)O,-3.70757017609794,training
O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccccc2C(F)(F)F)cc1,-3.0,training
CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C\CCCC(=O)O)C[C@H]2C[C@H]1O,-3.89817648349768,training
Cc1cnc(Oc2ccc3nc(COc4cccc(C(=O)O)c4)n(C)c3c2)c(C)c1,-1.61278385671974,training
Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(-c4ccc(-c5ccccc5)cc4)oc3C)c2)cc1,-2.59988307207369,training
NC(=O)C(Cc1ccc(OCCOc2ccc3c(c2)NCCC3)cc1)C(=O)O,-3.45939248775923,training
COc1ccc2c(-n3c(=O)n(Cc4ccc(Cl)c(O[C@H](C)C(=O)O)c4)c4cc(OC(F)(F)F)ccc43)noc2c1,-1.05690485133647,training
C=C[C@@H](O)C#CC#C[C@@H](O)/C=C\CCCCCCC,-3.50514997831991,training
COC1Oc2cc(O)c3c(c2C(=O)N1C(=O)NCc1ccc(Cl)cc1)OC1=CC(O)=C(C(C)=O)C(=O)[C@]13C,-2.88649072517248,training
Cn1c(COc2cccc(C(=O)O)c2)nc2ccc(Oc3ncccc3Cl)cc21,-2.30102999566398,training
Cc1oc(-c2ccccc2)nc1CN(C)Cc1ccc(C[C@@H](C(=O)O)n2cccc2)cc1,-3.84509804001426,training
CCc1nc2ccn(CC(C)C)c(=O)c2n1[C@H]1CCc2cc(-c3ccccc3-c3nnn[nH]3)ccc21,-3.23299611039215,training
CCCCCOc1ncccc1C(O)CC#CCCCC(=O)OC,-2.73957234445009,training
COc1cccc(OC(=O)N(CC(=O)O)[C@@H](C)c2cccc(OCc3coc(-c4ccc(Cl)cc4)n3)c2)c1,-2.88761730033574,training
Cc1oc(-c2ccc(C#N)cc2)nc1CCOc1ccc(CC2(C(=O)O)CCCO2)cn1,-1.44715803134222,training
CCCCCS(=O)(=O)NC(=O)CCc1cc(OCCOC)nn1Cc1ccc(Cl)cc1Cl,-1.49136169383427,training
CCOc1cccc(Oc2c(C(=O)O)n(-c3ccc(C(C)(C)C)cc3)c3ccccc23)c1,-2.36735592102602,training
CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2cc(C(=O)O)ccc2F)cc1,-3.76342799356294,training
CSc1nc(NCc2cccnc2)c(C(=O)O)c(SCc2ccccc2)n1,-2.86923171973098,training
O=C(O)CSc1nc(Cl)cc(Nc2cccc3c2CCCC3)n1,-3.32221929473392,training
O=C(O)Cc1ccc2[nH]c(-c3ccccc3)c(CCc3ccccc3)c2c1,-2.49000064189095,training
Cc1ccc2onc(-n3c(=O)n(Cc4ccc(Cl)c(O[C@H](C)C(=O)O)c4)c4cc(C(F)(F)F)ccc43)c2c1,-3.47712125471966,training
O=C(O)[C@H](Cc1ccccc1)Oc1ccc2ccccc2c1,-3.1780498470321,training
Cc1nc2cc(C(=O)NCc3ccccc3)ccc2n1Cc1ccc(Cl)c(Cl)c1,-2.60000308662774,training
CCCNC(=S)OC(CCc1ccc(C[C@H](OCC)C(=O)O)cc1)c1ccccc1,-3.54157924394658,training
Cc1c(Oc2ccc(Cl)cc2)c2cccnc2n1Cc1cc(O[C@@H](C)C(=O)O)ccc1F,-2.19312459835446,training
Cc1nc(-c2ccc(-c3ccccc3)cc2)n(C)c1CCOc1ccc2c(c1)CC[C@H]2CC(=O)O,-1.44715803134222,training
COC(=O)c1cc2ccc(OCCc3nc(-c4cccc(C(F)(F)F)c4)oc3C)cc2oc1=O,-2.6232492903979,training
CCCC/C(=C\c1cc(OCC(c2ccccc2)c2ccccc2)ccc1OCc1ccc(C(F)(F)F)cc1)C(=O)O,-3.10037054511756,training
O=C(O)CCCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1cccc2ccccc12,-2.42324587393681,training
CC(C)COc1ccc2c(c1)c(Oc1cccc(C(F)(F)F)c1)c(C(=O)O)n2-c1ccc(C(C)(C)C)cc1,-1.95904139232109,training
Cc1ccc([C@H](C)NC(=O)c2ccc3c(c2)c(C)c(C)n3Cc2ccc(-c3ccccc3C(=O)O)cc2)cc1,-2.53655844257153,training
O=C(O)Cc1ccccc1OCCC1Oc2ccccc2N(CCCCCCO)C1=O,-2.30102999566398,training
