smiles,Tox21_NR_ER,group
Cc1ccc(Cl)cc1,0,training
OC1OC[C@@H](O)[C@H](O)[C@H]1O,0,training
CC(=O)CCc1ccc(O)cc1,0,training
O=NN(c1ccccc1)c1ccccc1,1,training
C/C=C(C)/C=C/C=C(C)C,0,training
CC(C)(c1ccccc1)c1ccc(O)cc1,1,training
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,1,training
ONc1ccccc1,1,training
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC5CCCC5)ccc4[C@H]3CC[C@@]21C,1,training
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,1,training
CCCCCC1CCCC(=O)O1,0,training
COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1,1,training
O=S(=O)(O)c1ccc2c(N=Nc3ccc(S(=O)(=O)O)c4ccccc34)c(O)c(S(=O)(=O)O)cc2c1,0,training
Nc1ccc(N=Nc2ccccc2)c(N)n1,1,training
CN1CCOC(c2ccccc2)c2ccccc2C1,1,training
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,1,training
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0,training
CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,0,training
COC1=CC(=O)O[C@@H](/C=C/c2ccccc2)C1,1,training
C=C1C(=CC)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)C(CC)=C5C)c(C)c4CCC(=O)O)c(C=CC(=O)O)c3C,1,training
CCCOC(=O)c1cc(O)c(O)c(O)c1,1,training
CC(=O)C1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1,training
COC(=O)C(C)O,0,training
CCCCN(CC)C(=O)SCCC,0,training
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(C(=O)CO)CC[C@@H]12,1,training
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,1,training
Cc1cc(NC(=O)C(=O)O)cc(C)c1Oc1ccc(O)c2c1CCC2,1,training
ClC(Cl)(Cl)c1ccccc1,0,training
N=C(N)NCCCC(NC(=O)C1CCCN1C(=O)C1CSSCC(N)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,1,training
Cc1cc(C2CC2)nc(Nc2ccccc2)n1,1,training
c1ccc(C2CC2)c(OCC2=NCCN2)c1,0,training
Cc1cc(C)c(NC(=O)C[C@H](CC(=O)O)c2cccc3ccccc23)c(C(=O)N2CCC3(CCCC3)CC2)c1,1,training
CCCCCCCCCCCCCCCCC(=O)O,0,training
C=C(C)CNCC,1,training
COc1ccc(Nc2ccc(OC)cc2)cc1,1,training
C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,0,training
Nc1ccccc1C(=O)OCCc1ccccc1,1,training
CC(C)(C)OC(=O)c1cccc(N)c1,1,training
CCCCCCCCCCCCCCCCCCOS(=O)(=O)O,0,training
ClCC(Cl)CCl,1,training
Oc1ccc(C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F)cc1,1,training
CCCCCCCCCC(=O)O,0,training
COc1ccc(C(=O)Nc2ccccc2)cc1[N+](=O)[O-],1,training
O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0,training
Clc1cc(Cl)c2c(c1)N=C1CCCCCN1C2,1,training
CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1,0,training
CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC,1,training
CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C,0,training
CCCCCCCCCCCC(=O)OCC(O)CO,0,training
COC1=CC=C2[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,0,training
COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,0,training
C=C1CCC=C(C)CC[C@@H]2[C@@H]1CC2(C)C,0,training
O=[N+]([O-])OCCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-],0,training
CN[C@@H](C)[C@H](O)c1ccccc1,1,training
CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,0,training
O=CNNC=O,0,training
NNC(=O)CCCCC(=O)NN,0,training
COC(=O)c1cncn1C(C)c1ccccc1,0,training
CC#CCC(C)[C@H](O)/C=C/C1[C@H](O)C[C@@H]2C/C(=C\CCCC(=O)O)C[C@H]12,1,training
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,0,training
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,1,training
CN1C[C@@H](NS(=O)(=O)N(C)C)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,0,training
Cc1ccc2nc(-c3ccc(N)cc3)sc2c1S(=O)(=O)O,1,training
O1[As]2O[As]3O[As]1O[As](O2)O3,1,training
Cc1ccc2c(c1)CCCN2,0,training
O=C(O)c1cc(=O)c2c3nc4ccccc4oc-3cc(=O)c2[nH]1,0,training
COc1ccc(Cl)cc1C,0,training
Cc1ccc(O)cc1,1,training
COc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0,training
S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,1,training
C[C@]12CC[C@@H]3C4=C(CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1)CC(=O)CC4,1,training
CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,1,training
O=C(O)C=Cc1ccc(O)c(O)c1,0,training
CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,0,training
CCNC(=S)NCC,1,training
NC(=O)Oc1ccc(Cc2ccccc2)cc1,1,training
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3,0,training
OC12N=C(c3ccccc3)SC1Cc1cc(Cl)ccc12,1,training
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,1,training
Nc1ccc(C(=O)Nc2ccccc2N)cc1,1,training
CCOP(=S)(OCC)SCCSCC,0,training
CC(=O)C(=O)CC(C)C,1,training
CCC(C)C(C)=O,1,training
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,training
CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,1,training
CC(C)(C)CC(C)(C)c1ccccc1O,1,training
CC(C)N(c1ccccc1)C(C)C,0,training
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,1,training
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC=C(C)C=Cc1c(C)c(O)c2ccccc2c1O,0,training
Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,0,training
C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3C[C@@H](O)CC[C@]3(C)[C@H]1CC2,1,training
CC(C)(Cl)Cl,0,training
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC(C)=C4CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,training
Nc1c2c(nc3ccccc13)CCCC2,1,training
CC=C(CC)C(=O)NC(N)=O,1,training
c1ccc(CCNc2nc(-c3ccccc3)cs2)cc1,1,training
CCOC(=O)c1ccc(O)cc1,1,training
COC(=O)Cc1ccccc1,0,training
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,1,training
SCc1ccccc1,1,training
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,1,training
CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC,0,training
NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,0,training
N#C/C(=C1\SCC(c2ccccc2Cl)S1)n1ccnc1,0,training
CCCCSCCCC,0,training
Cc1ccc(N)cc1C,1,training
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@H]3CC[C@@]21CC,1,training
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,0,training
NNC(=O)c1ccccc1,1,training
CC(C)(CO)[N+](=O)[O-],1,training
CCCCC(CC)COS(=O)(=O)O,0,training
O=C(O)C(Cl)Cl,0,training
ClCOCCl,1,training
CCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,0,training
CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0,training
CC1=CC(=O)CCC1,0,training
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0,training
O=C(OC(C(=O)O)C(OC(=O)c1ccccc1)C(=O)O)c1ccccc1,0,training
C[C@]12CC[C@H]3[C@@H](CC=C4C(Cl)C(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,1,training
CCCOC(=O)CC,0,training
CC(C)CNCC(C)C,0,training
CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32,0,training
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,0,training
C[C@]12CC[C@H](OS(=O)(=O)O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,1,training
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,0,training
C=CC(=O)OCCCCCC(C)C,1,training
CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,1,training
Cc1cc(C)c(C)c(C)c1,0,training
CCCCCCCCCCCCc1ccc(O)cc1,1,training
O=S(=O)(O)OC[C@H]1O[C@@](COS(=O)(=O)O)(O[C@H]2O[C@H](COS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@H](OS(=O)(=O)O)[C@H]2OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)[C@@H]1OS(=O)(=O)O,1,training
Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,1,training
C=C(C)C(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,0,training
Nc1ccc2c(c1)Cc1ccccc1-2,1,training
CC(C)OB(OC(C)C)OC(C)C,0,training
CCOC(=O)c1ccc(OC(=O)CCCCCN=C(N)N)cc1,1,training
CN(C)c1ccc(SC#N)cc1,1,training
COC(=O)CCSCCC(=O)OC,1,training
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,1,training
CCC(C)CCCC(C)(C)O,1,training
CC(C)CCOC(=O)C=Cc1ccccc1,1,training
O=C1CCCCO1,0,training
NCCN1CCNCC1,0,training
COCCOCCOC,0,training
Clc1cccc2ccccc12,1,training
CCCn1cc[n+](C)c1,0,training
CC1(C)OC(=O)NC1=O,1,training
COP(=S)(OC)Oc1ccc(SC)c(C)c1,1,training
CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,0,training
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,0,training
C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,1,training
O=S(=O)(O)c1ccc(Nc2nc(Nc3ccc(C=Cc4ccc(Nc5nc(Nc6ccc(S(=O)(=O)O)cc6)nc(N(CCO)CCO)n5)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)nc(N(CCO)CCO)n2)cc1,0,training
O=NN(O)c1ccccc1,1,training
C=CC(=O)OCCC(=O)O,0,training
CCCCCCCCCOS(=O)(=O)O,1,training
O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1,0,training
Oc1cccc(Nc2ccccc2)c1,1,training
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O,0,training
NS(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,0,training
CC(=O)/C=C/c1ccccc1,0,training
CCCCCCCCCCCCCCCCN(C)C,0,training
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C\C=C(C)\C=C\C=C(C)\C=C\C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,1,training
CC(C)C(=O)OCCc1ccccc1,0,training
O=[N+]([O-])c1ccc(S(=O)(=O)O)c([N+](=O)[O-])c1,0,training
C=C(C)C(=O)OCCOc1ccccc1,1,training
COC(=O)c1ccccc1C(=O)O,0,training
CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],0,training
CC1C2CC(CC2C2CCCC(O)C2)C1(C)C,1,training
O=C(O)/C=C/c1ccccc1,0,training
Oc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1,1,training
CCN(CC)CCNC(C(=O)OCCC(C)C)c1ccccc1,0,training
C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,1,training
C=CCOc1c(Br)cc(Br)cc1Br,0,training
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,1,training
CC(=O)CCC=C(C)CCC=C(C)C,0,training
ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H]([C@H]4C=C[C@H]3C4)[C@@]1(Cl)C2(Cl)Cl,1,training
CCCCCOC(=O)c1ccc(O)cc1,1,training
NCCc1ccc(O)cc1,1,training
CSCCC(NC(=O)C(Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)C(N)CC(=O)O)C(=O)NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,1,training
c1ccc(CSCc2ccccc2)cc1,1,training
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,0,training
CC[C@H](C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CC(C)C)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(CCC(N)=O)NC1=O,1,training
CCN(CC)CCNc1ccc(CNC=O)c2sc3ccc(OC)cc3c(=O)c12,1,training
c1ccc([Bi](c2ccccc2)c2ccccc2)cc1,1,training
ClC=CCl,0,training
CC(=O)Nc1ccc2c(c1)Cc1cc(NC(C)=O)ccc1-2,1,training
C#CC1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@@]21CC,1,training
c1ccc2cnccc2c1,0,training
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,1,training
CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,0,training
COc1ccccc1N1CCNCC1,0,training
CCOCCOCCOC(C)=O,0,training
CCC(C)(CN(C)C)OC(=O)c1ccccc1,1,training
O=C(O)c1ccc2c(c1)C(=O)OC2=O,0,training
CCCCCCCCOC(=O)c1ccc(O)cc1,1,training
O=C(Nc1ccc(O)cc1)c1ccccc1O,1,training
CC(C)(C)CC(C)(C)N,0,training
C=CCO,0,training
CC1=CCCC(C)(C)C12CCC(C)O2,0,training
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,1,training
[N-]=[N+]=CC(=O)OCC(N)C(=O)O,0,training
O=C(CCN1CCC(c2ccccc2)C1)c1ccc2c(c1)OCCO2,0,training
O=C(O)CCCCCCCCCCC(=O)O,1,training
[O-][N+](=Nc1ccccc1)c1ccccc1,1,training
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,1,training
C=CCOc1c(Br)cc(C(C)(C)c2cc(Br)c(OCC=C)c(Br)c2)cc1Br,0,training
CCNCCO,1,training
NCc1cccc(CN)c1,0,training
CCCCC(CC)COCC1CO1,0,training
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,1,training
COC(=O)[C@]1(C)CCC[C@@]2(C)[C@H]1CC=C1C=C(C(C)C)CC[C@@H]12,0,training
c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,0,training
CCCC(=O)OC,0,training
CCOP(=S)(OCC)SCSCC,1,training
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1,training
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@@]341,0,training
N#CC1(O)CCCCC1,0,training
CCC(C)OC(C)CC,0,training
C1CN2CCN1CC2,0,training
CCOC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,1,training
O=C(O)CC(=O)C(=O)O,0,training
CC1=C2N=C(C=C3N=C(C(C)=C4N[C@@](C)([C@@H]5N=C1[C@](C)(CCC(=O)NC[C@@H](C)OP(=O)(O)O[C@H]1[C@@H](O)[C@@H](n6cnc7cc(C)c(C)cc76)O[C@@H]1CO)[C@H]5CC(N)=O)[C@@](C)(CC(N)=O)[C@@H]4CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O,0,training
O=C(O)c1ccccc1O,0,training
CCOC(=O)CC(=O)CCl,0,training
CC(=O)c1ccc2c(c1)Cc1ccccc1-2,1,training
CC(C)(C)CC(C)(C)c1ccc(O)cc1,1,training
Oc1ccc(Sc2ccc(O)cc2)cc1,1,training
OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO,1,training
CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)CC)CC[C@@H]12,1,training
C(=C(c1ccccc1)c1ccccc1)c1ccccc1,1,training
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,1,training
CC(C)=CCO,0,training
Oc1ccc2ccccc2c1,1,training
CC(C)OC(=O)CCCCC(=O)OC(C)C,0,training
CCCCC(CC)COC(=O)c1ccc(O)cc1,1,training
CCOCCOCCOCC,1,training
COc1cc(S(=O)(=O)Nc2ccccc2)c(OC)cc1N,0,training
CC(c1ccc(O)cc1)c1ccc(O)cc1,1,training
O=C(CCl)c1ccc(Cl)cc1Cl,0,training
CC(=O)c1ccc([N+](=O)[O-])cc1,0,training
CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,0,training
CC(=O)CC(=O)Nc1ccccc1,1,training
CCCCCCc1ccc(O)cc1O,1,training
O=S(=O)(O)CCO,0,training
CCCCCCCCCCCCCCCCCC#N,0,training
Clc1cccc(SC2CCNCC2)n1,0,training
O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,0,training
O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO,0,training
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,0,training
Oc1ccc(Cc2ccc(O)cc2)cc1,1,training
CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1,training
C=C[Si](C)(C)O[Si](C)(C)C=C,0,training
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,1,training
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,1,training
COCCc1ccc(OCC(O)CNC(C)C)cc1,0,training
CCc1cccc(C)c1N,0,training
CC(=O)N1C[C@H](O)CC1C(=O)O,1,training
COc1cccc(OC)c1C(=O)NC1C(=O)N2C(C(=O)O)C(C)(C)S[C@H]12,1,training
COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,0,training
CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C,0,training
CC1CCC(C(C)CS)CC1S,0,training
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,1,training
CC[C@H]1C[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@]2(C)[C@H]1O,1,training
O=C(O)C(CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc1ccccc1,1,training
CC(C)COC(=O)c1ccc(O)cc1,1,training
C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1,1,training
CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1,0,training
CC1COc2ccccc2N1,0,training
COCC(C)O,1,training
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1,training
CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,1,training
CCC[C@@]1(CCc2ccccc2)CC(=O)C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,0,training
NNCCc1ccccc1,1,training
CCCCCCCC/C=C\CCCCCCCC(=O)OCC,0,training
CC(=O)C1CCCCC1=O,0,training
CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O,1,training
[O-][Cl+3]([O-])([O-])O,1,training
Clc1ccccc1CN1CCc2sccc2C1,1,training
C=CCNC(N)=S,0,training
O=C(O)CONC(=O)c1ccccc1,0,training
O=c1c2ccccc2oc2ccccc12,1,training
C[C@]12CCC(=O)C(=O)C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,1,training
C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@@]21C,1,training
O=C(OCCCCCCOC(=O)c1ccccc1)c1ccccc1,1,training
CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,1,training
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,0,training
CCCCCCCCCCCCCCCCCC(=O)OCCO,1,training
O=C(O)c1ccc(O)cc1,0,training
Oc1ccc2c(c1)OC[C@@H](N1CCC(O)(c3ccc(F)cc3)CC1)[C@H]2O,1,training
CCCCCCCCCCCCCC=O,1,training
CSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1,1,training
C[C@@H](Cc1ccccc1)N(C)C,1,training
Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,1,training
CCCN(CCC)CCc1cccc2[nH]c(O)cc12,0,training
CCCCCCCC/C=C/CCCOC(C)=O,0,training
Nc1cc([N+](=O)[O-])ccc1C(=O)O,1,training
OC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]7CO)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO,1,training
CC(O)COCC(C)O,0,training
CC(=O)Nc1ccc(C(=O)CCl)cc1,1,training
C=CCc1ccccc1O,0,training
CCCC(=O)c1cc(O)c(O)cc1O,0,training
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1,training
CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1,training
O=C(O)c1cc2ccccc2cc1O,1,training
CC1CCC(CO)CC1,0,training
O=C(C=Cc1ccccc1)OCC=Cc1ccccc1,1,training
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,1,training
COC(=O)c1ccc(C(=O)OC)cc1,0,training
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,1,training
NCc1ccccc1,0,training
O=Nc1ccc(Nc2ccccc2)cc1,1,training
C[C@]12CC[C@H]3[C@@H](CC[C@@]45OC4C(=O)C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,1,training
C[N+](C)(C)CC1CO1,0,training
CC[Si](OC(C)=O)(OC(C)=O)OC(C)=O,0,training
CN1C(=O)OC(C)(C)C1=O,0,training
Cc1ccc(C)c(N)c1,1,training
CCCCCCCCCCCCc1ccccc1,0,training
CCc1ccc(C=O)cc1,0,training
C#CCO,0,training
COc1cc(N)ccc1C,0,training
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,1,training
CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC,1,training
CC(C)CC(=O)CC(C)C,1,training
Nc1nc(NC2CC2)c2ncn([C@@H]3C=C[C@@H](CO)C3)c2n1,1,training
CC(=O)OC(C)=O,0,training
O=C(O)c1cc(C(=O)O)cc([N+](=O)[O-])c1,0,training
CC(=O)c1c(O)cc(C)oc1=O,0,training
